Team,Sh,SoT,Dist,FK,PK,PKatt,GF,GA,xG,xGA,Poss,KP,1/3,PPA,CrsPA,Prog,Att 3rd,Att Pen,SCA,TB,Season,Points,Points per match
Crystal Palace,12.263157894736842,3.526315789473684,17.957894736842096,0.5263157894736842,0.21052631578947367,0.2631578947368421,1.1842105263157894,1.4473684210526316,1.4078947368421055,1.2736842105263158,45.23684210526316,8.710526315789474,27.289473684210527,7.184210526315789,1.5263157894736843,25.0,137.89473684210526,20.973684210526315,21.94736842105263,0.7894736842105263,2017,44,1.1578947368421053
Bournemouth,12.157894736842104,4.026315789473684,18.376315789473686,0.39473684210526316,0.07894736842105263,0.07894736842105263,1.1842105263157894,1.605263157894737,1.0210526315789472,1.5552631578947371,48.10526315789474,9.157894736842104,32.10526315789474,7.657894736842105,1.763157894736842,28.81578947368421,140.1315789473684,20.526315789473685,21.289473684210527,0.9736842105263158,2017,44,1.1578947368421053
West Ham United,9.68421052631579,3.3421052631578947,17.68157894736842,0.4473684210526316,0.05263157894736842,0.10526315789473684,1.263157894736842,1.7894736842105263,0.9657894736842106,1.4578947368421051,45.18421052631579,7.315789473684211,26.026315789473685,6.131578947368421,2.0526315789473686,21.55263157894737,121.10526315789474,15.526315789473685,17.289473684210527,1.3421052631578947,2017,42,1.105263157894737
Watford,11.421052631578947,3.3157894736842106,17.87105263157895,0.2631578947368421,0.07894736842105263,0.15789473684210525,1.1578947368421053,1.6842105263157894,1.1894736842105262,1.3631578947368421,49.68421052631579,8.421052631578947,28.18421052631579,7.5,2.0789473684210527,27.026315789473685,140.47368421052633,20.473684210526315,20.105263157894736,0.7105263157894737,2017,41,1.0789473684210527
Brighton and Hove Albion,9.921052631578947,2.8947368421052633,18.60263157894737,0.10526315789473684,0.13157894736842105,0.18421052631578946,0.8947368421052632,1.4210526315789473,0.9789473684210529,1.3342105263157895,43.6578947368421,7.447368421052632,23.289473684210527,5.078947368421052,1.7105263157894737,23.236842105263158,116.05263157894737,15.394736842105264,18.0,0.8421052631578947,2017,40,1.0526315789473684
Huddersfield Town,9.473684210526315,2.789473684210526,19.7578947368421,0.3684210526315789,0.05263157894736842,0.05263157894736842,0.7368421052631579,1.5263157894736843,0.8263157894736842,1.2789473684210526,45.68421052631579,6.842105263157895,24.657894736842106,4.7368421052631575,2.026315789473684,20.894736842105264,131.68421052631578,13.842105263157896,16.342105263157894,0.6842105263157895,2017,37,0.9736842105263158
Southampton,11.763157894736842,3.5789473684210527,17.910526315789472,0.2894736842105263,0.07894736842105263,0.07894736842105263,0.9736842105263158,1.4736842105263157,1.0447368421052632,1.2052631578947364,51.3421052631579,9.026315789473685,30.36842105263158,7.578947368421052,2.026315789473684,29.736842105263158,147.07894736842104,18.36842105263158,20.973684210526315,1.4736842105263157,2017,36,0.9473684210526315
Swansea City,8.894736842105264,2.5,18.25945945945946,0.39473684210526316,0.02631578947368421,0.02631578947368421,0.7368421052631579,1.4736842105263157,0.8315789473684212,1.5394736842105268,45.31578947368421,5.868421052631579,25.605263157894736,5.0,1.5,22.210526315789473,118.13157894736842,13.921052631578947,15.289473684210526,0.6052631578947368,2017,33,0.868421052631579
Stoke City,10.0,3.210526315789474,18.144736842105267,0.2894736842105263,0.0,0.07894736842105263,0.9210526315789473,1.7894736842105263,0.9605263157894735,1.644736842105263,41.421052631578945,7.578947368421052,24.236842105263158,6.052631578947368,1.5789473684210527,22.657894736842106,111.10526315789474,15.605263157894736,17.605263157894736,0.868421052631579,2017,33,0.868421052631579
West Bromwich Albion,9.921052631578947,2.9210526315789473,17.92894736842106,0.39473684210526316,0.02631578947368421,0.02631578947368421,0.8157894736842105,1.4736842105263157,0.9710526315789477,1.2578947368421052,40.6578947368421,7.157894736842105,25.44736842105263,6.0,3.026315789473684,20.31578947368421,116.44736842105263,15.368421052631579,17.05263157894737,0.8947368421052632,2017,31,0.8157894736842105
Manchester City,17.86842105263158,6.631578947368421,16.878947368421056,0.5526315789473685,0.07894736842105263,0.10526315789473684,2.5,0.6052631578947368,2.2184210526315793,0.6578947368421053,67.92105263157895,13.578947368421053,51.26315789473684,14.578947368421053,1.631578947368421,42.6578947368421,254.97368421052633,38.3421052631579,31.94736842105263,2.9473684210526314,2018,98,2.5789473684210527
Liverpool,14.947368421052632,5.552631578947368,16.75526315789474,0.5263157894736842,0.18421052631578946,0.18421052631578946,2.3421052631578947,0.5789473684210527,1.939473684210526,0.75,61.8421052631579,11.105263157894736,40.0,13.026315789473685,1.9736842105263157,39.421052631578945,195.44736842105263,29.42105263157895,26.657894736842106,2.5789473684210527,2018,97,2.5526315789473686
Chelsea,15.842105263157896,5.052631578947368,17.77105263157895,0.7894736842105263,0.13157894736842105,0.13157894736842105,1.6578947368421053,1.0263157894736843,1.5368421052631578,0.9552631578947371,62.94736842105263,12.68421052631579,43.1578947368421,10.921052631578947,1.7105263157894737,38.13157894736842,233.28947368421052,26.81578947368421,29.68421052631579,3.8421052631578947,2018,72,1.894736842105263
Tottenham Hotspur,14.026315789473685,4.7894736842105265,18.110526315789475,0.6052631578947368,0.10526315789473684,0.10526315789473684,1.763157894736842,1.0263157894736843,1.4368421052631584,1.2368421052631577,58.973684210526315,10.31578947368421,33.76315789473684,9.578947368421053,2.3684210526315788,33.026315789473685,166.44736842105263,22.842105263157894,24.657894736842106,2.289473684210526,2018,71,1.868421052631579
Arsenal,12.157894736842104,4.184210526315789,16.739473684210527,0.2894736842105263,0.10526315789473684,0.13157894736842105,1.9210526315789473,1.3421052631578947,1.5815789473684212,1.4263157894736842,58.13157894736842,9.552631578947368,32.10526315789474,10.973684210526315,1.6578947368421053,34.89473684210526,169.21052631578948,25.394736842105264,21.86842105263158,1.7105263157894737,2018,70,1.8421052631578947
Manchester United,13.526315789473685,5.526315789473684,18.618421052631582,0.7105263157894737,0.23684210526315788,0.3157894736842105,1.7105263157894737,1.4210526315789473,1.6184210526315788,1.3368421052631583,54.68421052631579,10.026315789473685,32.078947368421055,8.921052631578947,1.5263157894736843,33.55263157894737,155.47368421052633,23.105263157894736,25.18421052631579,1.6578947368421053,2018,66,1.736842105263158
Wolverhampton Wanderers,12.447368421052632,3.789473684210526,17.70263157894737,0.3157894736842105,0.10526315789473684,0.10526315789473684,1.236842105263158,1.2105263157894737,1.3657894736842102,1.1078947368421048,46.8421052631579,9.157894736842104,27.710526315789473,6.368421052631579,1.9210526315789473,25.973684210526315,131.6578947368421,18.44736842105263,21.842105263157894,1.3421052631578947,2018,57,1.5
Everton,12.973684210526315,4.2894736842105265,16.98947368421052,0.5263157894736842,0.05263157894736842,0.13157894736842105,1.4210526315789473,1.2105263157894737,1.3078947368421054,1.1921052631578943,51.5,9.289473684210526,29.0,7.842105263157895,2.473684210526316,28.894736842105264,152.6315789473684,22.31578947368421,22.157894736842106,1.1578947368421053,2018,54,1.4210526315789473
Leicester City,13.368421052631579,4.552631578947368,18.613157894736844,0.5,0.13157894736842105,0.18421052631578946,1.3421052631578947,1.263157894736842,1.3789473684210525,1.1526315789473687,50.921052631578945,10.026315789473685,31.07894736842105,6.947368421052632,1.736842105263158,28.63157894736842,151.26315789473685,20.710526315789473,23.657894736842106,2.3157894736842106,2018,52,1.368421052631579
West Ham United,11.473684210526315,3.9210526315789473,17.347368421052632,0.4473684210526316,0.13157894736842105,0.13157894736842105,1.368421052631579,1.4473684210526316,1.260526315789474,1.6289473684210527,48.55263157894737,8.552631578947368,26.44736842105263,7.0,1.4473684210526316,26.55263157894737,138.94736842105263,20.44736842105263,20.289473684210527,1.9736842105263157,2018,52,1.368421052631579
Watford,11.473684210526315,3.8947368421052633,17.284210526315793,0.5789473684210527,0.02631578947368421,0.02631578947368421,1.368421052631579,1.5526315789473684,1.2710526315789472,1.5552631578947367,46.68421052631579,8.157894736842104,24.842105263157894,7.657894736842105,1.4473684210526316,25.42105263157895,137.60526315789474,21.86842105263158,19.05263157894737,0.8421052631578947,2018,50,1.3157894736842106
Crystal Palace,12.68421052631579,3.5526315789473686,18.413157894736845,0.42105263157894735,0.2631578947368421,0.2894736842105263,1.3421052631578947,1.394736842105263,1.2552631578947366,1.323684210526316,45.21052631578947,9.421052631578947,26.394736842105264,7.2368421052631575,1.6578947368421053,27.86842105263158,132.94736842105263,23.105263157894736,22.63157894736842,0.6842105263157895,2018,49,1.2894736842105263
Newcastle United,11.657894736842104,3.5789473684210527,19.181578947368422,0.42105263157894735,0.02631578947368421,0.07894736842105263,1.105263157894737,1.263157894736842,1.0263157894736843,1.4078947368421053,40.44736842105263,8.526315789473685,20.842105263157894,6.7105263157894735,2.6052631578947367,19.710526315789473,115.6842105263158,16.63157894736842,20.63157894736842,1.3157894736842106,2018,45,1.1842105263157894
Bournemouth,11.5,4.026315789473684,17.35675675675676,0.42105263157894735,0.18421052631578946,0.23684210526315788,1.4736842105263157,1.8421052631578947,1.4000000000000001,1.4947368421052634,46.921052631578945,8.68421052631579,25.763157894736842,8.68421052631579,2.0,28.07894736842105,136.57894736842104,21.94736842105263,20.710526315789473,1.5,2018,45,1.1842105263157894
Burnley,9.421052631578947,2.9473684210526314,16.04736842105263,0.3684210526315789,0.05263157894736842,0.05263157894736842,1.1842105263157894,1.7894736842105263,1.173684210526316,1.6315789473684208,41.23684210526316,6.684210526315789,23.13157894736842,6.2894736842105265,2.1578947368421053,21.236842105263158,114.21052631578948,16.526315789473685,16.42105263157895,0.9210526315789473,2018,40,1.0526315789473684
Southampton,12.605263157894736,4.078947368421052,18.821052631578947,0.5263157894736842,0.10526315789473684,0.13157894736842105,1.1842105263157894,1.7105263157894737,1.2289473684210526,1.4552631578947366,43.39473684210526,8.868421052631579,28.57894736842105,6.842105263157895,1.7894736842105263,25.55263157894737,132.0,18.44736842105263,21.55263157894737,0.9210526315789473,2018,39,1.0263157894736843
Brighton and Hove Albion,9.578947368421053,2.6052631578947367,18.11052631578948,0.3157894736842105,0.13157894736842105,0.15789473684210525,0.9210526315789473,1.5789473684210527,0.9263157894736843,1.5552631578947367,42.44736842105263,7.394736842105263,23.342105263157894,5.868421052631579,2.1315789473684212,20.86842105263158,113.21052631578948,15.157894736842104,17.0,0.39473684210526316,2018,36,0.9473684210526315
Cardiff City,10.868421052631579,2.973684210526316,17.455263157894734,0.34210526315789475,0.07894736842105263,0.10526315789473684,0.8947368421052632,1.8157894736842106,1.1078947368421053,1.6157894736842107,35.39473684210526,7.7368421052631575,20.210526315789473,4.605263157894737,1.5,16.81578947368421,116.36842105263158,18.473684210526315,18.236842105263158,1.0263157894736843,2018,34,0.8947368421052632
Fulham,11.868421052631579,3.6842105263157894,19.31842105263158,0.2631578947368421,0.05263157894736842,0.07894736842105263,0.8947368421052632,2.1315789473684212,1.086842105263158,1.786842105263158,48.76315789473684,9.210526315789474,29.105263157894736,6.131578947368421,1.8157894736842106,27.789473684210527,123.42105263157895,15.421052631578947,21.394736842105264,0.868421052631579,2018,26,0.6842105263157895
Huddersfield Town,10.526315789473685,3.0526315789473686,19.12631578947369,0.39473684210526316,0.02631578947368421,0.02631578947368421,0.5789473684210527,2.0,0.755263157894737,1.605263157894737,47.18421052631579,7.447368421052632,26.92105263157895,5.473684210526316,2.4473684210526314,21.736842105263158,137.8421052631579,15.552631578947368,17.92105263157895,0.5789473684210527,2018,16,0.42105263157894735
Liverpool,15.421052631578947,5.894736842105263,16.626315789473683,0.5263157894736842,0.13157894736842105,0.13157894736842105,2.236842105263158,0.868421052631579,1.8105263157894735,0.9894736842105262,62.89473684210526,11.947368421052632,42.89473684210526,12.552631578947368,2.4473684210526314,36.94736842105263,205.55263157894737,31.07894736842105,27.44736842105263,1.7894736842105263,2019,99,2.6052631578947367
Manchester City,19.342105263157894,6.578947368421052,16.721052631578946,0.7105263157894737,0.15789473684210525,0.2894736842105263,2.6842105263157894,0.9210526315789473,2.4210526315789473,0.960526315789474,66.23684210526316,15.31578947368421,47.86842105263158,14.552631578947368,2.3421052631578947,42.421052631578945,253.21052631578948,38.44736842105263,35.68421052631579,2.236842105263158,2019,81,2.1315789473684212
Manchester United,13.947368421052632,5.2894736842105265,19.18947368421052,0.868421052631579,0.2631578947368421,0.3684210526315789,1.736842105263158,0.9473684210526315,1.6368421052631579,0.9947368421052633,55.81578947368421,10.578947368421053,35.526315789473685,8.973684210526315,1.3157894736842106,32.68421052631579,182.07894736842104,23.0,25.710526315789473,1.6842105263157894,2019,66,1.736842105263158
Chelsea,16.263157894736842,5.526315789473684,16.47631578947368,0.7631578947368421,0.18421052631578946,0.18421052631578946,1.8157894736842106,1.4210526315789473,1.821052631578948,1.0184210526315791,60.421052631578945,12.078947368421053,38.5,10.81578947368421,2.8421052631578947,33.6578947368421,193.73684210526315,27.86842105263158,29.42105263157895,1.605263157894737,2019,66,1.736842105263158
Leicester City,14.026315789473685,4.815789473684211,17.547368421052635,0.5263157894736842,0.13157894736842105,0.18421052631578946,1.763157894736842,1.0789473684210527,1.6315789473684208,1.1921052631578946,57.05263157894737,10.657894736842104,33.76315789473684,8.236842105263158,1.894736842105263,30.63157894736842,167.1578947368421,24.18421052631579,25.473684210526315,1.7894736842105263,2019,62,1.631578947368421
Tottenham Hotspur,11.578947368421053,4.052631578947368,18.736842105263158,0.5526315789473685,0.07894736842105263,0.10526315789473684,1.605263157894737,1.236842105263158,1.2578947368421052,1.4210526315789476,52.0,8.921052631578947,28.342105263157894,7.447368421052632,1.236842105263158,27.394736842105264,144.1315789473684,18.394736842105264,20.5,2.0789473684210527,2019,59,1.5526315789473684
Wolverhampton Wanderers,12.026315789473685,3.736842105263158,17.394736842105267,0.34210526315789475,0.10526315789473684,0.10526315789473684,1.3421052631578947,1.0526315789473684,1.4263157894736844,1.0026315789473683,48.3421052631579,8.921052631578947,26.710526315789473,5.868421052631579,2.1842105263157894,24.710526315789473,133.1315789473684,20.31578947368421,21.07894736842105,1.0526315789473684,2019,59,1.5526315789473684
Arsenal,10.605263157894736,3.8421052631578947,16.189473684210526,0.5,0.07894736842105263,0.07894736842105263,1.4736842105263157,1.263157894736842,1.2368421052631573,1.4631578947368424,53.76315789473684,7.842105263157895,30.63157894736842,8.18421052631579,1.6578947368421053,28.763157894736842,146.44736842105263,21.13157894736842,18.63157894736842,1.763157894736842,2019,56,1.4736842105263157
Sheffield United,9.263157894736842,2.8684210526315788,15.15,0.10526315789473684,0.02631578947368421,0.02631578947368421,1.0263157894736843,1.0263157894736843,1.1315789473684212,1.3500000000000003,43.13157894736842,7.078947368421052,27.710526315789473,7.421052631578948,2.5526315789473686,23.18421052631579,157.78947368421052,19.105263157894736,16.57894736842105,0.39473684210526316,2019,54,1.4210526315789473
Burnley,10.105263157894736,3.263157894736842,16.75,0.47368421052631576,0.07894736842105263,0.07894736842105263,1.131578947368421,1.3157894736842106,1.2499999999999998,1.3157894736842106,41.921052631578945,7.368421052631579,20.710526315789473,5.7105263157894735,2.6052631578947367,18.157894736842106,115.07894736842105,16.157894736842106,17.55263157894737,0.7631578947368421,2019,54,1.4210526315789473
Southampton,13.0,4.5,17.75526315789474,0.7105263157894737,0.05263157894736842,0.13157894736842105,1.3421052631578947,1.5789473684210527,1.4789473684210528,1.3973684210526314,48.89473684210526,8.947368421052632,26.81578947368421,7.421052631578948,1.8421052631578947,26.13157894736842,143.26315789473685,21.263157894736842,22.13157894736842,0.7105263157894737,2019,52,1.368421052631579
Everton,12.31578947368421,4.184210526315789,16.394736842105264,0.5263157894736842,0.02631578947368421,0.02631578947368421,1.1578947368421053,1.4736842105263157,1.3368421052631578,1.2710526315789472,49.026315789473685,8.947368421052632,25.973684210526315,7.578947368421052,2.4473684210526314,26.55263157894737,137.57894736842104,21.86842105263158,21.157894736842106,1.4473684210526316,2019,49,1.2894736842105263
Newcastle United,10.473684210526315,3.473684210526316,19.665789473684214,0.3684210526315789,0.0,0.02631578947368421,1.0,1.5263157894736843,0.9342105263157895,1.7263157894736845,38.973684210526315,7.868421052631579,18.026315789473685,4.7631578947368425,1.631578947368421,15.710526315789474,100.65789473684211,14.157894736842104,18.55263157894737,0.47368421052631576,2019,44,1.1578947368421053
Crystal Palace,9.81578947368421,3.026315789473684,17.031578947368423,0.39473684210526316,0.07894736842105263,0.07894736842105263,0.8157894736842105,1.3157894736842106,0.9473684210526317,1.4973684210526317,44.81578947368421,6.973684210526316,23.94736842105263,6.394736842105263,1.236842105263158,23.57894736842105,126.76315789473684,20.763157894736842,16.92105263157895,0.5,2019,43,1.131578947368421
Brighton and Hove Albion,12.105263157894736,3.6578947368421053,17.46052631578947,0.2894736842105263,0.02631578947368421,0.05263157894736842,1.0263157894736843,1.4210526315789473,1.205263157894737,1.4447368421052633,52.18421052631579,9.026315789473685,29.57894736842105,7.7368421052631575,1.631578947368421,31.68421052631579,147.89473684210526,19.973684210526315,21.157894736842106,0.8947368421052632,2019,41,1.0789473684210527
West Ham United,10.868421052631579,4.105263157894737,16.61578947368421,0.34210526315789475,0.10526315789473684,0.10526315789473684,1.2894736842105263,1.631578947368421,1.2842105263157897,1.6763157894736842,44.13157894736842,8.631578947368421,28.5,6.421052631578948,2.1052631578947367,24.710526315789473,136.81578947368422,19.394736842105264,19.36842105263158,1.0,2019,39,1.0263157894736843
Aston Villa,11.921052631578947,3.8684210526315788,17.51315789473684,0.5526315789473685,0.02631578947368421,0.07894736842105263,1.0789473684210527,1.763157894736842,1.1631578947368424,1.7815789473684216,44.10526315789474,9.710526315789474,23.894736842105264,7.105263157894737,2.5,23.13157894736842,129.3684210526316,18.18421052631579,21.763157894736842,0.4473684210526316,2019,35,0.9210526315789473
Bournemouth,10.131578947368421,3.0789473684210527,17.22894736842105,0.5526315789473685,0.10526315789473684,0.10526315789473684,1.0526315789473684,1.7105263157894737,1.1789473684210525,1.6394736842105262,44.10526315789474,7.368421052631579,24.236842105263158,5.973684210526316,1.2894736842105263,23.05263157894737,127.57894736842105,18.657894736842106,17.57894736842105,0.7368421052631579,2019,34,0.8947368421052632
Watford,10.947368421052632,2.9473684210526314,17.45,0.47368421052631576,0.18421052631578946,0.21052631578947367,0.9473684210526315,1.6842105263157894,1.2894736842105268,1.528947368421052,42.94736842105263,7.973684210526316,22.31578947368421,6.657894736842105,1.8157894736842106,21.473684210526315,134.21052631578948,21.157894736842106,19.05263157894737,0.2894736842105263,2019,34,0.8947368421052632
Norwich City,10.710526315789474,3.3157894736842106,18.144736842105264,0.42105263157894735,0.05263157894736842,0.05263157894736842,0.6842105263157895,1.9736842105263157,0.976315789473684,1.7473684210526315,49.28947368421053,8.0,24.026315789473685,5.526315789473684,0.8421052631578947,22.394736842105264,122.21052631578948,17.31578947368421,18.86842105263158,1.236842105263158,2019,21,0.5526315789473685
Manchester City,15.526315789473685,5.552631578947368,17.257894736842104,0.5526315789473685,0.13157894736842105,0.23684210526315788,2.1842105263157894,0.8421052631578947,1.797368421052632,0.7921052631578948,63.5,11.394736842105264,46.63157894736842,10.842105263157896,1.0789473684210527,35.8421052631579,221.28947368421052,31.31578947368421,28.05263157894737,1.0,2020,86,2.263157894736842
Manchester United,13.552631578947368,5.157894736842105,18.11842105263158,0.5526315789473685,0.2631578947368421,0.2894736842105263,1.9210526315789473,1.1578947368421053,1.5763157894736846,1.102631578947368,55.71052631578947,10.894736842105264,37.3421052631579,9.921052631578947,1.4210526315789473,33.81578947368421,190.21052631578948,23.94736842105263,25.07894736842105,0.8947368421052632,2020,74,1.9473684210526316
Liverpool,15.842105263157896,5.368421052631579,17.342105263157894,0.5789473684210527,0.15789473684210525,0.15789473684210525,1.7894736842105263,1.105263157894737,1.7815789473684207,1.1368421052631579,62.05263157894737,11.973684210526315,42.31578947368421,13.789473684210526,2.1578947368421053,40.31578947368421,214.10526315789474,31.263157894736842,28.05263157894737,1.1578947368421053,2020,69,1.8157894736842106
Chelsea,14.368421052631579,5.078947368421052,17.37631578947368,0.42105263157894735,0.21052631578947367,0.2631578947368421,1.5263157894736843,0.9473684210526315,1.6421052631578952,0.7973684210526317,60.89473684210526,11.789473684210526,37.921052631578945,9.921052631578947,1.8421052631578947,32.89473684210526,189.23684210526315,26.36842105263158,26.789473684210527,0.7631578947368421,2020,67,1.763157894736842
Leicester City,12.447368421052632,4.473684210526316,19.03947368421053,0.5263157894736842,0.2631578947368421,0.3157894736842105,1.7894736842105263,1.3157894736842106,1.4763157894736838,1.2026315789473685,54.28947368421053,9.473684210526315,31.81578947368421,7.447368421052632,1.5,27.236842105263158,147.39473684210526,20.157894736842106,22.657894736842106,0.9210526315789473,2020,66,1.736842105263158
West Ham United,12.210526315789474,4.157894736842105,15.810526315789472,0.4473684210526316,0.05263157894736842,0.10526315789473684,1.631578947368421,1.236842105263158,1.4552631578947364,1.2868421052631578,43.21052631578947,8.947368421052632,27.289473684210527,6.2631578947368425,2.5,21.86842105263158,131.18421052631578,19.842105263157894,21.526315789473685,0.39473684210526316,2020,65,1.7105263157894737
Tottenham Hotspur,11.526315789473685,4.394736842105263,18.63684210526315,0.9210526315789473,0.13157894736842105,0.13157894736842105,1.7894736842105263,1.1842105263157894,1.4026315789473685,1.2921052631578946,51.55263157894737,8.31578947368421,27.236842105263158,6.7631578947368425,1.4210526315789473,25.31578947368421,129.1578947368421,18.289473684210527,20.657894736842106,0.7368421052631579,2020,62,1.631578947368421
Arsenal,11.921052631578947,3.6842105263157894,17.865789473684213,0.6052631578947368,0.15789473684210525,0.15789473684210525,1.4473684210526316,1.0263157894736843,1.363157894736842,1.1315789473684208,53.5,8.736842105263158,36.23684210526316,8.552631578947368,1.763157894736842,29.842105263157894,162.44736842105263,23.86842105263158,21.394736842105264,0.8947368421052632,2020,61,1.605263157894737
Leeds United,13.631578947368421,5.078947368421052,17.044736842105262,0.23684210526315788,0.10526315789473684,0.10526315789473684,1.631578947368421,1.4210526315789473,1.4631578947368418,1.531578947368421,57.28947368421053,10.368421052631579,29.210526315789473,9.18421052631579,1.7894736842105263,30.68421052631579,147.81578947368422,23.0,24.31578947368421,0.7105263157894737,2020,59,1.5526315789473684
Everton,10.394736842105264,3.763157894736842,17.249999999999996,0.39473684210526316,0.10526315789473684,0.13157894736842105,1.236842105263158,1.263157894736842,1.2,1.3157894736842106,46.44736842105263,7.894736842105263,24.842105263157894,6.7631578947368425,1.5789473684210527,22.44736842105263,118.89473684210526,16.68421052631579,18.68421052631579,0.7368421052631579,2020,59,1.5526315789473684
Aston Villa,13.526315789473685,4.684210526315789,17.578947368421055,0.42105263157894735,0.13157894736842105,0.15789473684210525,1.4473684210526316,1.2105263157894737,1.386842105263158,1.3499999999999996,48.473684210526315,10.605263157894736,28.57894736842105,8.5,2.0,26.526315789473685,149.76315789473685,24.736842105263158,24.736842105263158,0.3157894736842105,2020,55,1.4473684210526316
Newcastle United,10.263157894736842,3.4210526315789473,18.46842105263158,0.6578947368421053,0.15789473684210525,0.18421052631578946,1.2105263157894737,1.631578947368421,1.1473684210526316,1.5368421052631578,38.78947368421053,7.605263157894737,19.44736842105263,5.447368421052632,2.1842105263157894,16.736842105263158,102.23684210526316,14.5,18.07894736842105,0.3157894736842105,2020,45,1.1842105263157894
Wolverhampton Wanderers,12.078947368421053,3.9210526315789473,18.431578947368422,0.47368421052631576,0.10526315789473684,0.10526315789473684,0.9473684210526315,1.368421052631579,0.9605263157894739,1.3105263157894733,49.3421052631579,9.078947368421053,29.394736842105264,5.605263157894737,2.236842105263158,21.94736842105263,135.28947368421052,18.289473684210527,21.57894736842105,0.5263157894736842,2020,45,1.1842105263157894
Crystal Palace,9.078947368421053,3.3421052631578947,17.48918918918919,0.47368421052631576,0.07894736842105263,0.10526315789473684,1.0789473684210527,1.736842105263158,0.8973684210526315,1.5342105263157892,40.578947368421055,6.947368421052632,22.05263157894737,6.105263157894737,1.4210526315789473,21.526315789473685,114.57894736842105,17.0,16.236842105263158,0.21052631578947367,2020,44,1.1578947368421053
